index,id,gene,species
990,ENSMUSG00000038630,ZNF483,mus_musculus
990,ENSG00000173258,ZNF483,homo_sapiens
991,ENSMUSG00000073176,ZNF449,mus_musculus
991,ENSG00000173275,ZNF449,homo_sapiens
992,ENSMUSG00000046962,ZBTB21,mus_musculus
992,ENSG00000173276,ZBTB21,homo_sapiens
993,ENSMUSG00000068154,INSM1,mus_musculus
993,FBgn0028999,INSM1,drosophila_melanogaster
993,WBGene00001210,INSM1,caenorhabditis_elegans
993,ENSG00000173404,INSM1,homo_sapiens
994,ENSMUSG00000020137,THAP2,mus_musculus
994,ENSG00000173451,THAP2,homo_sapiens
995,ENSMUSG00000032481,SMARCC1,mus_musculus
995,ENSXETG00000014492,SMARCC1,xenopus_tropicalis
995,FBgn0002783,SMARCC1,drosophila_melanogaster
995,WBGene00004203,SMARCC1,caenorhabditis_elegans
995,ENSG00000173473,SMARCC1,homo_sapiens
996,ENSG00000173480,ZNF417,homo_sapiens
997,ENSMUSG00000028946,HES3,mus_musculus
997,ENSG00000173673,HES3,homo_sapiens
998,ENSMUSG00000020919,STAT5B,mus_musculus
998,ENSXETG00000000836,STAT5B,xenopus_tropicalis
998,FBgn0016917,STAT5B,drosophila_melanogaster
998,WBGene00013111,STAT5B,caenorhabditis_elegans
998,ENSG00000173757,STAT5B,homo_sapiens
999,ENSMUSG00000074194,ZNF791,mus_musculus
999,ENSG00000173875,ZNF791,homo_sapiens
1000,ENSMUSG00000075588,HOXB2,mus_musculus
1000,FBgn0051481,HOXB2,drosophila_melanogaster
1000,ENSG00000173917,HOXB2,homo_sapiens
1001,WBGene00000433,RAX2,caenorhabditis_elegans
1001,ENSG00000173976,RAX2,homo_sapiens
1002,ENSMUSG00000033943,MGA,mus_musculus
1002,ENSXETG00000000051,MGA,xenopus_tropicalis
1002,ENSG00000174197,MGA,homo_sapiens
1003,ENSG00000174255,ZNF80,homo_sapiens
1004,ENSMUSG00000001815,EVX2,mus_musculus
1004,FBgn0000606,EVX2,drosophila_melanogaster
1004,WBGene00006873,EVX2,caenorhabditis_elegans
1004,ENSG00000174279,EVX2,homo_sapiens
1005,ENSMUSG00000018750,ZBTB4,mus_musculus
1005,ENSG00000174282,ZBTB4,homo_sapiens
1006,ENSMUSG00000035877,ZHX3,mus_musculus
1006,ENSXETG00000019457,ZHX3,xenopus_tropicalis
1006,ENSG00000174306,ZHX3,homo_sapiens
1007,ENSMUSG00000034762,GLIS1,mus_musculus
1007,FBgn0039039,GLIS1,drosophila_melanogaster
1007,ENSG00000174332,GLIS1,homo_sapiens
1008,ENSMUSG00000015942,GTF2IRD2B,mus_musculus
1008,ENSXETG00000032520,GTF2IRD2B,xenopus_tropicalis
1008,ENSG00000174428,GTF2IRD2B,homo_sapiens
1009,ENSMUSG00000045903,NPAS4,mus_musculus
1009,ENSXETG00000020576,NPAS4,xenopus_tropicalis
1009,FBgn0039411,NPAS4,drosophila_melanogaster
1009,WBGene00000521,NPAS4,caenorhabditis_elegans
1009,ENSG00000174576,NPAS4,homo_sapiens
1010,FBgn0037717,ZNF497,drosophila_melanogaster
1010,ENSG00000174586,ZNF497,homo_sapiens
1012,ENSG00000174652,ZNF266,homo_sapiens
1013,ENSMUSG00000021775,NR1D2,mus_musculus
1013,ENSXETG00000003869,NR1D2,xenopus_tropicalis
1013,FBgn0004865,NR1D2,drosophila_melanogaster
1013,WBGene00004786,NR1D2,caenorhabditis_elegans
1013,ENSG00000174738,NR1D2,homo_sapiens
1014,ENSG00000174796,THAP6,homo_sapiens
1015,ENSMUSG00000036972,ZIC4,mus_musculus
1015,FBgn0003002,ZIC4,drosophila_melanogaster
1015,WBGene00004335,ZIC4,caenorhabditis_elegans
1015,ENSG00000174963,ZIC4,homo_sapiens
1016,ENSMUSG00000047141,ZNF654,mus_musculus
1016,ENSXETG00000007629,ZNF654,xenopus_tropicalis
1016,ENSG00000175105,ZNF654,homo_sapiens
1017,ENSMUSG00000025408,DDIT3,mus_musculus
1017,ENSXETG00000006245,DDIT3,xenopus_tropicalis
1017,ENSG00000175197,DDIT3,homo_sapiens
1018,ENSMUSG00000075040,ZNF408,mus_musculus
1018,ENSXETG00000001980,ZNF408,xenopus_tropicalis
1018,ENSG00000175213,ZNF408,homo_sapiens
1019,ENSMUSG00000033883,ZNF519,mus_musculus
1019,ENSG00000175322,ZNF519,homo_sapiens
1020,ENSMUSG00000044542,PROP1,mus_musculus
1020,FBgn0052532,PROP1,drosophila_melanogaster
1020,WBGene00006778,PROP1,caenorhabditis_elegans
1020,ENSG00000175325,PROP1,homo_sapiens
1021,ENSMUSG00000031621,ISX,mus_musculus
1021,FBgn0008636,ISX,drosophila_melanogaster
1021,ENSG00000175329,ISX,homo_sapiens
1022,ENSMUSG00000024563,SMAD2,mus_musculus
1022,ENSXETG00000020292,SMAD2,xenopus_tropicalis
1022,FBgn0025800,SMAD2,drosophila_melanogaster
1022,ENSG00000175387,SMAD2,homo_sapiens
1023,ENSMUSG00000072623,ZNF25,mus_musculus
1023,ENSG00000175395,ZNF25,homo_sapiens
1024,ENSMUSG00000024912,FOSL1,mus_musculus
1024,ENSXETG00000020606,FOSL1,xenopus_tropicalis
1024,FBgn0001297,FOSL1,drosophila_melanogaster
1024,ENSG00000175592,FOSL1,homo_sapiens
1025,ENSG00000175691,ZNF77,homo_sapiens
1026,ENSMUSG00000038342,MLXIP,mus_musculus
1026,ENSXETG00000003773,MLXIP,xenopus_tropicalis
1026,FBgn0032940,MLXIP,drosophila_melanogaster
1026,WBGene00003378,MLXIP,caenorhabditis_elegans
1026,ENSG00000175727,MLXIP,homo_sapiens
1027,ENSMUSG00000069171,NR2F1,mus_musculus
1027,ENSXETG00000011594,NR2F1,xenopus_tropicalis
1027,FBgn0003651,NR2F1,drosophila_melanogaster
1027,ENSG00000175745,NR2F1,homo_sapiens
1028,ENSMUSG00000053297,ZNF169,mus_musculus
1028,ENSG00000175787,ZNF169,homo_sapiens
1029,ENSMUSG00000017724,ETV4,mus_musculus
1029,ENSXETG00000030031,ETV4,xenopus_tropicalis
1029,FBgn0039225,ETV4,drosophila_melanogaster
1029,ENSG00000175832,ETV4,homo_sapiens
1030,ENSMUSG00000027102,HOXD8,mus_musculus
1030,ENSXETG00000024424,HOXD8,xenopus_tropicalis
1030,FBgn0003944,HOXD8,drosophila_melanogaster
1030,ENSG00000175879,HOXD8,homo_sapiens
1031,ENSMUSG00000035951,ASCL3,mus_musculus
1031,ENSXETG00000026272,ASCL3,xenopus_tropicalis
1031,WBGene00001952,ASCL3,caenorhabditis_elegans
1031,ENSG00000176009,ASCL3,homo_sapiens
1032,ENSXETG00000007423,ZNF613,xenopus_tropicalis
1032,ENSG00000176024,ZNF613,homo_sapiens
1033,ENSMUSG00000049410,ZNF683,mus_musculus
1033,FBgn0035625,ZNF683,drosophila_melanogaster
1033,WBGene00003847,ZNF683,caenorhabditis_elegans
1033,ENSG00000176083,ZNF683,homo_sapiens
1034,ENSMUSG00000070345,HSF5,mus_musculus
1034,ENSXETG00000033030,HSF5,xenopus_tropicalis
1034,ENSG00000176160,HSF5,homo_sapiens
1035,ENSMUSG00000020950,FOXG1,mus_musculus
1035,FBgn0004567,FOXG1,drosophila_melanogaster
1035,WBGene00001434,FOXG1,caenorhabditis_elegans
1035,ENSG00000176165,FOXG1,homo_sapiens
1036,ENSG00000176222,ZNF404,homo_sapiens
1037,ENSMUSG00000048686,HMGB4,mus_musculus
1037,FBgn0011764,HMGB4,drosophila_melanogaster
1037,WBGene00001972,HMGB4,caenorhabditis_elegans
1037,ENSG00000176256,HMGB4,homo_sapiens
1038,ENSXETG00000008076,ZNF135,xenopus_tropicalis
1038,ENSG00000176293,ZNF135,homo_sapiens
1039,ENSMUSG00000074397,FOXR1,mus_musculus
1039,ENSXETG00000021565,FOXR1,xenopus_tropicalis
1039,FBgn0015396,FOXR1,drosophila_melanogaster
1039,ENSG00000176302,FOXR1,homo_sapiens
1040,ENSMUSG00000038797,ZSCAN2,mus_musculus
1040,ENSG00000176371,ZSCAN2,homo_sapiens
1041,ENSMUSG00000043753,DMRTA1,mus_musculus
1041,ENSXETG00000005462,DMRTA1,xenopus_tropicalis
1041,FBgn0039683,DMRTA1,drosophila_melanogaster
1041,WBGene00017326,DMRTA1,caenorhabditis_elegans
1041,ENSG00000176399,DMRTA1,homo_sapiens
1042,ENSMUSG00000066721,ZNF575,mus_musculus
1042,ENSG00000176472,ZNF575,homo_sapiens
1043,ENSMUSG00000068284,USF3,mus_musculus
1043,ENSXETG00000031896,USF3,xenopus_tropicalis
1043,ENSG00000176542,USF3,homo_sapiens
1044,ENSMUSG00000097084,FOXL1,mus_musculus
1044,ENSXETG00000016388,FOXL1,xenopus_tropicalis
1044,FBgn0004895,FOXL1,drosophila_melanogaster
1044,ENSG00000176678,FOXL1,homo_sapiens
1045,ENSMUSG00000100133,TGIF2LY,mus_musculus
1045,ENSXETG00000017312,TGIF2LY,xenopus_tropicalis
1045,FBgn0033748,TGIF2LY,drosophila_melanogaster
1045,ENSG00000176679,TGIF2LY,homo_sapiens
1046,ENSMUSG00000046714,FOXC2,mus_musculus
1046,FBgn0014143,FOXC2,drosophila_melanogaster
1046,ENSG00000176692,FOXC2,homo_sapiens
1047,ENSMUSG00000031737,IRX5,mus_musculus
1047,ENSXETG00000002816,IRX5,xenopus_tropicalis
1047,FBgn0014343,IRX5,drosophila_melanogaster
1047,ENSG00000176842,IRX5,homo_sapiens
1048,ENSMUSG00000063632,SOX11,mus_musculus
1048,FBgn0005612,SOX11,drosophila_melanogaster
1048,WBGene00004771,SOX11,caenorhabditis_elegans
1048,ENSG00000176887,SOX11,homo_sapiens
1049,ENSMUSG00000026279,THAP4,mus_musculus
1049,ENSXETG00000031164,THAP4,xenopus_tropicalis
1049,WBGene00008260,THAP4,caenorhabditis_elegans
1049,ENSG00000176946,THAP4,homo_sapiens
1050,ENSMUSG00000058886,DEAF1,mus_musculus
1050,ENSXETG00000033517,DEAF1,xenopus_tropicalis
1050,FBgn0013799,DEAF1,drosophila_melanogaster
1050,ENSG00000177030,DEAF1,homo_sapiens
1051,ENSMUSG00000040841,SIX5,mus_musculus
1051,FBgn0027364,SIX5,drosophila_melanogaster
1051,WBGene00000455,SIX5,caenorhabditis_elegans
1051,ENSG00000177045,SIX5,homo_sapiens
1052,ENSMUSG00000068966,ZBTB34,mus_musculus
1052,ENSXETG00000021754,ZBTB34,xenopus_tropicalis
1052,ENSG00000177125,ZBTB34,homo_sapiens
1053,ENSMUSG00000040433,ZBTB38,mus_musculus
1053,ENSXETG00000014756,ZBTB38,xenopus_tropicalis
1053,ENSG00000177311,ZBTB38,homo_sapiens
1054,ENSMUSG00000043099,HIC1,mus_musculus
1054,ENSXETG00000023803,HIC1,xenopus_tropicalis
1054,ENSG00000177374,HIC1,homo_sapiens
1055,ENSMUSG00000047407,TGIF1,mus_musculus
1055,ENSXETG00000025010,TGIF1,xenopus_tropicalis
1055,FBgn0033749,TGIF1,drosophila_melanogaster
1055,ENSG00000177426,TGIF1,homo_sapiens
1056,ENSMUSG00000005893,NR2C2,mus_musculus
1056,ENSXETG00000004817,NR2C2,xenopus_tropicalis
1056,FBgn0015239,NR2C2,drosophila_melanogaster
1056,WBGene00022423,NR2C2,caenorhabditis_elegans
1056,ENSG00000177463,NR2C2,homo_sapiens
1057,ENSMUSG00000045591,OLIG3,mus_musculus
1057,ENSXETG00000022490,OLIG3,xenopus_tropicalis
1057,WBGene00001960,OLIG3,caenorhabditis_elegans
1057,ENSG00000177468,OLIG3,homo_sapiens
1058,ENSG00000177494,ZBED2,homo_sapiens
1059,ENSMUSG00000031734,IRX3,mus_musculus
1059,ENSXETG00000005818,IRX3,xenopus_tropicalis
1059,FBgn0014343,IRX3,drosophila_melanogaster
1059,ENSG00000177508,IRX3,homo_sapiens
1060,ENSMUSG00000048540,NHLH2,mus_musculus
1060,ENSXETG00000005841,NHLH2,xenopus_tropicalis
1060,FBgn0011277,NHLH2,drosophila_melanogaster
1060,WBGene00001959,NHLH2,caenorhabditis_elegans
1060,ENSG00000177551,NHLH2,homo_sapiens
1061,ENSG00000177599,ZNF491,homo_sapiens
1062,ENSMUSG00000052684,JUN,mus_musculus
1062,ENSXETG00000011124,JUN,xenopus_tropicalis
1062,FBgn0001291,JUN,drosophila_melanogaster
1062,ENSG00000177606,JUN,homo_sapiens
1063,ENSXETG00000015756,THAP5,xenopus_tropicalis
1063,ENSG00000177683,THAP5,homo_sapiens
1064,ENSMUSG00000051817,SOX12,mus_musculus
1064,ENSXETG00000024011,SOX12,xenopus_tropicalis
1064,FBgn0005612,SOX12,drosophila_melanogaster
1064,WBGene00004771,SOX12,caenorhabditis_elegans
1064,ENSG00000177732,SOX12,homo_sapiens
1065,ENSMUSG00000043773,ZNF620,mus_musculus
1065,ENSG00000177842,ZNF620,homo_sapiens
1066,ENSG00000177873,ZNF619,homo_sapiens
1067,ENSMUSG00000033964,ZBTB41,mus_musculus
1067,ENSXETG00000009952,ZBTB41,xenopus_tropicalis
1067,FBgn0033569,ZBTB41,drosophila_melanogaster
1067,ENSG00000177888,ZBTB41,homo_sapiens
1068,ENSMUSG00000044807,ZNF354C,mus_musculus
1068,WBGene00003380,ZNF354C,caenorhabditis_elegans
1068,ENSG00000177932,ZNF354C,homo_sapiens
1069,ENSG00000178150,ZNF114,homo_sapiens
1070,ENSMUSG00000050919,ZNF366,mus_musculus
1070,ENSXETG00000033098,ZNF366,xenopus_tropicalis
1070,WBGene00012385,ZNF366,caenorhabditis_elegans
1070,ENSG00000178175,ZNF366,homo_sapiens
1071,ENSMUSG00000015882,LCORL,mus_musculus
1071,ENSXETG00000031509,LCORL,xenopus_tropicalis
1071,FBgn0264490,LCORL,drosophila_melanogaster
1071,WBGene00011315,LCORL,caenorhabditis_elegans
1071,ENSG00000178177,LCORL,homo_sapiens
1072,ENSMUSG00000048728,ZNF454,mus_musculus
1072,WBGene00001324,ZNF454,caenorhabditis_elegans
1072,ENSG00000178187,ZNF454,homo_sapiens
1073,ENSG00000178229,ZNF543,homo_sapiens
1074,WBGene00003380,ZNF354B,caenorhabditis_elegans
1074,ENSG00000178338,ZNF354B,homo_sapiens
1075,FBgn0030005,ZNF223,drosophila_melanogaster
1075,ENSG00000178386,ZNF223,homo_sapiens
1076,ENSMUSG00000027967,NEUROG2,mus_musculus
1076,ENSXETG00000024100,NEUROG2,xenopus_tropicalis
1076,FBgn0015550,NEUROG2,drosophila_melanogaster
1076,WBGene00003595,NEUROG2,caenorhabditis_elegans
1076,ENSG00000178403,NEUROG2,homo_sapiens
1077,ENSMUSG00000055435,MAF,mus_musculus
1077,ENSXETG00000000172,MAF,xenopus_tropicalis
1077,FBgn0000964,MAF,drosophila_melanogaster
1077,ENSG00000178573,MAF,homo_sapiens
1078,ENSG00000178665,ZNF713,homo_sapiens
1079,ENSMUSG00000071757,ZHX2,mus_musculus
1079,ENSXETG00000023182,ZHX2,xenopus_tropicalis
1079,ENSG00000178764,ZHX2,homo_sapiens
1080,ENSMUSG00000025930,MSC,mus_musculus
1080,ENSXETG00000015977,MSC,xenopus_tropicalis
1080,FBgn0022740,MSC,drosophila_melanogaster
1080,ENSG00000178860,MSC,homo_sapiens
1081,ENSMUSG00000063488,ZNF852,mus_musculus
1081,ENSXETG00000008076,ZNF852,xenopus_tropicalis
1081,ENSG00000178917,ZNF852,homo_sapiens
1082,ENSMUSG00000070990,FOXE1,mus_musculus
1082,ENSXETG00000024889,FOXE1,xenopus_tropicalis
1082,ENSG00000178919,FOXE1,homo_sapiens
1083,ENSG00000178928,TPRX1,homo_sapiens
1084,ENSG00000178935,ZNF552,homo_sapiens
1085,ENSMUSG00000035011,ZBTB7A,mus_musculus
1085,ENSG00000178951,ZBTB7A,homo_sapiens
1086,ENSMUSG00000051176,ZFP42,mus_musculus
1086,ENSG00000179059,ZFP42,homo_sapiens
1087,ENSMUSG00000023781,HES7,mus_musculus
1087,ENSXETG00000009079,HES7,xenopus_tropicalis
1087,ENSG00000179111,HES7,homo_sapiens
1088,ENSMUSG00000079215,ZNF664,mus_musculus
1088,FBgn0030005,ZNF664,drosophila_melanogaster
1088,ENSG00000179195,ZNF664,homo_sapiens
1089,ENSMUSG00000015053,GATA2,mus_musculus
1089,ENSXETG00000016171,GATA2,xenopus_tropicalis
1089,FBgn0001138,GATA2,drosophila_melanogaster
1089,WBGene00001249,GATA2,caenorhabditis_elegans
1089,ENSG00000179348,GATA2,homo_sapiens
1090,ENSMUSG00000004661,ARID3B,mus_musculus
1090,ENSXETG00000010647,ARID3B,xenopus_tropicalis
1090,FBgn0004795,ARID3B,drosophila_melanogaster
1090,WBGene00000476,ARID3B,caenorhabditis_elegans
1090,ENSG00000179361,ARID3B,homo_sapiens
1091,ENSMUSG00000033730,EGR3,mus_musculus
1091,ENSXETG00000031881,EGR3,xenopus_tropicalis
1091,FBgn0003499,EGR3,drosophila_melanogaster
1091,WBGene00043705,EGR3,caenorhabditis_elegans
1091,ENSG00000179388,EGR3,homo_sapiens
1092,ENSMUSG00000063659,ZBTB18,mus_musculus
1092,ENSXETG00000014541,ZBTB18,xenopus_tropicalis
1092,ENSG00000179456,ZBTB18,homo_sapiens
1093,ENSMUSG00000034968,LBX2,mus_musculus
1093,FBgn0008651,LBX2,drosophila_melanogaster
1093,ENSG00000179528,LBX2,homo_sapiens
1094,ENSMUSG00000049577,ZFPM1,mus_musculus
1094,ENSXETG00000023988,ZFPM1,xenopus_tropicalis
1094,ENSG00000179588,ZFPM1,homo_sapiens
1095,ENSMUSG00000037638,ZBTB42,mus_musculus
1095,ENSXETG00000008601,ZBTB42,xenopus_tropicalis
1095,ENSG00000179627,ZBTB42,homo_sapiens
1096,ENSMUSG00000074676,FOXS1,mus_musculus
1096,ENSG00000179772,FOXS1,homo_sapiens
1097,ENSMUSG00000036816,ATOH7,mus_musculus
1097,ENSXETG00000023575,ATOH7,xenopus_tropicalis
1097,FBgn0024249,ATOH7,drosophila_melanogaster
1097,WBGene00003018,ATOH7,caenorhabditis_elegans
1097,ENSG00000179774,ATOH7,homo_sapiens
1098,ENSG00000179909,ZNF154,homo_sapiens
1099,ENSMUSG00000043290,ZNF784,mus_musculus
1099,ENSXETG00000031192,ZNF784,xenopus_tropicalis
1099,ENSG00000179922,ZNF784,homo_sapiens
1100,ENSMUSG00000066797,ZNF648,mus_musculus
1100,ENSG00000179930,ZNF648,homo_sapiens
1101,ENSMUSG00000061374,FIZ1,mus_musculus
1101,ENSG00000179943,FIZ1,homo_sapiens
1102,ENSMUSG00000054716,ZNF771,mus_musculus
1102,ENSXETG00000011203,ZNF771,xenopus_tropicalis
1102,FBgn0003512,ZNF771,drosophila_melanogaster
1102,WBGene00021846,ZNF771,caenorhabditis_elegans
1102,ENSG00000179965,ZNF771,homo_sapiens
1103,ENSMUSG00000046982,TSHZ1,mus_musculus
1103,ENSG00000179981,TSHZ1,homo_sapiens
1104,ENSMUSG00000045598,ZNF48,mus_musculus
1104,ENSG00000180035,ZNF48,homo_sapiens
1105,ENSMUSG00000044186,NKX2-6,mus_musculus
1105,WBGene00000450,NKX2-6,caenorhabditis_elegans
1105,ENSG00000180053,NKX2-6,homo_sapiens
1106,FBgn0032979,ZNF816,drosophila_melanogaster
1106,ENSG00000180257,ZNF816,homo_sapiens
1107,ENSMUSG00000036602,ALX1,mus_musculus
1107,ENSXETG00000021397,ALX1,xenopus_tropicalis
1107,ENSG00000180318,ALX1,homo_sapiens
1108,ENSG00000180479,ZNF571,homo_sapiens
1109,ENSMUSG00000095936,ZSCAN4,mus_musculus
1109,ENSG00000180532,ZSCAN4,homo_sapiens
1110,ENSMUSG00000052271,BHLHA15,mus_musculus
1110,ENSXETG00000032164,BHLHA15,xenopus_tropicalis
1110,FBgn0023091,BHLHA15,drosophila_melanogaster
1110,ENSG00000180535,BHLHA15,homo_sapiens
1111,ENSMUSG00000035946,GSX2,mus_musculus
1111,ENSXETG00000021030,GSX2,xenopus_tropicalis
1111,ENSG00000180613,GSX2,homo_sapiens
1112,ENSG00000180626,ZNF594,homo_sapiens
1113,ENSMUSG00000043602,ZFP3,mus_musculus
1113,ENSXETG00000008076,ZFP3,xenopus_tropicalis
1113,ENSG00000180787,ZFP3,homo_sapiens
1114,ENSMUSG00000036139,HOXC9,mus_musculus
1114,ENSXETG00000023475,HOXC9,xenopus_tropicalis
1114,FBgn0000015,HOXC9,drosophila_melanogaster
1114,ENSG00000180806,HOXC9,homo_sapiens
1115,ENSMUSG00000022484,HOXC10,mus_musculus
1115,ENSXETG00000023472,HOXC10,xenopus_tropicalis
1115,FBgn0000015,HOXC10,drosophila_melanogaster
1115,ENSG00000180818,HOXC10,homo_sapiens
1116,ENSMUSG00000025128,BHLHE22,mus_musculus
1116,FBgn0032651,BHLHE22,drosophila_melanogaster
1116,WBGene00001961,BHLHE22,caenorhabditis_elegans
1116,ENSG00000180828,BHLHE22,homo_sapiens
1117,ENSG00000180855,ZNF443,homo_sapiens
1118,ENSG00000180884,ZNF792,homo_sapiens
1119,ENSG00000180938,ZNF572,homo_sapiens
1120,ENSMUSG00000098022,ZFP82,mus_musculus
1120,ENSG00000181007,ZFP82,homo_sapiens
1121,ENSMUSG00000034429,ZNF707,mus_musculus
1121,ENSG00000181135,ZNF707,homo_sapiens
1122,ENSMUSG00000057691,ZNF746,mus_musculus
1122,ENSG00000181220,ZNF746,homo_sapiens
1123,ENSMUSG00000046351,ZNF322,mus_musculus
1123,ENSG00000181315,ZNF322,homo_sapiens
1124,ENSMUSG00000068551,ZNF467,mus_musculus
1124,FBgn0038418,ZNF467,drosophila_melanogaster
1124,ENSG00000181444,ZNF467,homo_sapiens
1125,ENSMUSG00000074637,SOX2,mus_musculus
1125,FBgn0029123,SOX2,drosophila_melanogaster
1125,ENSG00000181449,SOX2,homo_sapiens
1126,ENSXETG00000008076,ZNF678,xenopus_tropicalis
1126,ENSG00000181450,ZNF678,homo_sapiens
1127,ENSMUSG00000075327,ZBTB2,mus_musculus
1127,ENSXETG00000012362,ZBTB2,xenopus_tropicalis
1127,ENSG00000181472,ZBTB2,homo_sapiens
1128,ENSMUSG00000047003,ZFP41,mus_musculus
1128,ENSG00000181638,ZFP41,homo_sapiens
1129,ENSG00000181666,HKR1,homo_sapiens
1130,ENSMUSG00000003282,PLAG1,mus_musculus
1130,ENSXETG00000005654,PLAG1,xenopus_tropicalis
1130,FBgn0032401,PLAG1,drosophila_melanogaster
1130,ENSG00000181690,PLAG1,homo_sapiens
1131,ENSMUSG00000022708,ZBTB20,mus_musculus
1131,ENSXETG00000031873,ZBTB20,xenopus_tropicalis
1131,ENSG00000181722,ZBTB20,homo_sapiens
1132,ENSMUSG00000037674,RFX7,mus_musculus
1132,ENSXETG00000024544,RFX7,xenopus_tropicalis
1132,FBgn0037445,RFX7,drosophila_melanogaster
1132,ENSG00000181827,RFX7,homo_sapiens
1133,ENSMUSG00000057894,ZNF329,mus_musculus
1133,ENSXETG00000008076,ZNF329,xenopus_tropicalis
1133,ENSG00000181894,ZNF329,homo_sapiens
1134,ENSG00000181896,ZNF101,homo_sapiens
1135,ENSMUSG00000048904,NEUROG1,mus_musculus
1135,ENSXETG00000007898,NEUROG1,xenopus_tropicalis
1135,FBgn0015550,NEUROG1,drosophila_melanogaster
1135,WBGene00003595,NEUROG1,caenorhabditis_elegans
1135,ENSG00000181965,NEUROG1,homo_sapiens
1136,ENSMUSG00000097333,ZNF716,mus_musculus
1136,ENSG00000182111,ZNF716,homo_sapiens
1137,ENSMUSG00000097333,ZNF708,mus_musculus
1137,ENSG00000182141,ZNF708,homo_sapiens
1138,ENSMUSG00000038648,CREB3L2,mus_musculus
1138,ENSXETG00000033093,CREB3L2,xenopus_tropicalis
1138,FBgn0004396,CREB3L2,drosophila_melanogaster
1138,WBGene00016162,CREB3L2,caenorhabditis_elegans
1138,ENSG00000182158,CREB3L2,homo_sapiens
1139,ENSMUSG00000054715,ZSCAN22,mus_musculus
1139,FBgn0000286,ZSCAN22,drosophila_melanogaster
1139,ENSG00000182318,ZSCAN22,homo_sapiens
1140,ENSMUSG00000047907,TSHZ2,mus_musculus
1140,ENSXETG00000017555,TSHZ2,xenopus_tropicalis
1140,ENSG00000182463,TSHZ2,homo_sapiens
1141,ENSMUSG00000023927,SATB1,mus_musculus
1141,ENSXETG00000009045,SATB1,xenopus_tropicalis
1141,ENSG00000182568,SATB1,homo_sapiens
1142,ENSMUSG00000038692,HOXB4,mus_musculus
1142,ENSXETG00000021973,HOXB4,xenopus_tropicalis
1142,FBgn0000439,HOXB4,drosophila_melanogaster
1142,WBGene00003024,HOXB4,caenorhabditis_elegans
1142,ENSG00000182742,HOXB4,homo_sapiens
1143,ENSMUSG00000047591,MAFA,mus_musculus
1143,ENSXETG00000032364,MAFA,xenopus_tropicalis
1143,FBgn0000964,MAFA,drosophila_melanogaster
1143,ENSG00000182759,MAFA,homo_sapiens
1144,ENSMUSG00000048280,ZNF721,mus_musculus
1144,ENSG00000182903,ZNF721,homo_sapiens
1145,ENSMUSG00000096014,SOX1,mus_musculus
1145,ENSXETG00000001902,SOX1,xenopus_tropicalis
1145,FBgn0029123,SOX1,drosophila_melanogaster
1145,ENSG00000182968,SOX1,homo_sapiens
1146,ENSMUSG00000021144,MTA1,mus_musculus
1146,ENSXETG00000017948,MTA1,xenopus_tropicalis
1146,FBgn0027951,MTA1,drosophila_melanogaster
1146,ENSG00000182979,MTA1,homo_sapiens
1147,FBgn0000286,ZNF662,drosophila_melanogaster
1147,ENSG00000182983,ZNF662,homo_sapiens
1148,FBgn0032979,ZNF320,drosophila_melanogaster
1148,ENSG00000182986,ZNF320,homo_sapiens
1149,ENSMUSG00000015579,NKX2-5,mus_musculus
1149,WBGene00000450,NKX2-5,caenorhabditis_elegans
1149,ENSG00000183072,NKX2-5,homo_sapiens
1150,ENSMUSG00000050846,ZNF623,mus_musculus
1150,ENSG00000183309,ZNF623,homo_sapiens
1151,ENSMUSG00000038482,TFDP3,mus_musculus
1151,ENSXETG00000017776,TFDP3,xenopus_tropicalis
1151,FBgn0011763,TFDP3,drosophila_melanogaster
1151,WBGene00001061,TFDP3,caenorhabditis_elegans
1151,ENSG00000183434,TFDP3,homo_sapiens
1152,ENSG00000183647,ZNF530,homo_sapiens
1153,ENSMUSG00000030001,FIGLA,mus_musculus
1153,ENSXETG00000024917,FIGLA,xenopus_tropicalis
1153,ENSG00000183733,FIGLA,homo_sapiens
1154,ENSMUSG00000009248,ASCL2,mus_musculus
1154,ENSXETG00000002872,ASCL2,xenopus_tropicalis
1154,FBgn0002561,ASCL2,drosophila_melanogaster
1154,ENSG00000183734,ASCL2,homo_sapiens
1155,ENSMUSG00000050397,FOXL2,mus_musculus
1155,ENSXETG00000008253,FOXL2,xenopus_tropicalis
1155,FBgn0004895,FOXL2,drosophila_melanogaster
1155,ENSG00000183770,FOXL2,homo_sapiens
1156,ENSMUSG00000097333,ZNF730,mus_musculus
1156,ENSG00000183850,ZNF730,homo_sapiens
1157,ENSMUSG00000009097,TBX1,mus_musculus
1157,ENSXETG00000006304,TBX1,xenopus_tropicalis
1157,FBgn0021767,TBX1,drosophila_melanogaster
1157,ENSG00000184058,TBX1,homo_sapiens
1158,ENSMUSG00000046160,OLIG1,mus_musculus
1158,ENSXETG00000033110,OLIG1,xenopus_tropicalis
1158,WBGene00001960,OLIG1,caenorhabditis_elegans
1158,ENSG00000184221,OLIG1,homo_sapiens
1159,ENSMUSG00000009739,POU6F1,mus_musculus
1159,ENSXETG00000014200,POU6F1,xenopus_tropicalis
1159,ENSG00000184271,POU6F1,homo_sapiens
1160,ENSMUSG00000021099,SIX6,mus_musculus
1160,ENSXETG00000016945,SIX6,xenopus_tropicalis
