Index,GeneID,HumanName,Name,Species,complexity,isoforms,paralogues,motifs,complexity
921,ENSXETG00000022080,EMX2,emx2,xenopus_tropicalis,8,1,6,1,8
921,FBgn0008646,EMX2,E5,drosophila_melanogaster,7,1,6,1,7
921,WBGene00000429,EMX2,ceh-2,caenorhabditis_elegans,9,1,7,1,9
922,ENSG00000170374,SP7,SP7,homo_sapiens,28,4,15,9,28
922,ENSMUSG00000060284,SP7,Sp7,mus_musculus,19,1,15,3,19
922,ENSXETG00000012663,SP7,sp7,xenopus_tropicalis,19,1,14,4,19
922,WBGene00011926,SP7,sptf-2,caenorhabditis_elegans,6,1,2,3,6
927,ENSG00000170577,SIX2,SIX2,homo_sapiens,8,1,6,1,8
927,ENSMUSG00000024134,SIX2,Six2,mus_musculus,10,2,6,2,10
927,ENSXETG00000026158,SIX2,six2,xenopus_tropicalis,9,2,5,2,9
927,WBGene00000454,SIX2,ceh-33,caenorhabditis_elegans,6,1,4,1,6
928,ENSG00000170581,STAT2,STAT2,homo_sapiens,12,3,7,2,12
928,ENSMUSG00000040033,STAT2,Stat2,mus_musculus,11,2,7,2,11
928,ENSXETG00000021830,STAT2,stat2,xenopus_tropicalis,10,2,6,2,10
928,FBgn0016917,STAT2,Stat92E,drosophila_melanogaster,23,11,1,11,23
928,WBGene00013111,STAT2,sta-1,caenorhabditis_elegans,4,3,1,0,4
929,ENSG00000170608,FOXA3,FOXA3,homo_sapiens,28,2,24,2,28
929,ENSMUSG00000040891,FOXA3,Foxa3,mus_musculus,21,1,19,1,21
929,ENSXETG00000025867,FOXA3,foxa1,xenopus_tropicalis,21,1,19,1,21
929,FBgn0000659,FOXA3,fkh,drosophila_melanogaster,16,5,6,5,16
929,WBGene00004013,FOXA3,pha-4,caenorhabditis_elegans,9,3,3,3,9
933,ENSG00000170684,ZNF296,ZNF296,homo_sapiens,17,2,3,12,17
933,ENSMUSG00000011267,ZNF296,Zfp296,mus_musculus,8,1,3,4,8
933,FBgn0029939,ZNF296,CG9650,drosophila_melanogaster,25,4,1,20,25
933,WBGene00017430,ZNF296,F13H6.1,caenorhabditis_elegans,13,3,1,9,13
935,ENSG00000170802,FOXN2,FOXN2,homo_sapiens,12,3,6,3,12
935,ENSMUSG00000034998,FOXN2,Foxn2,mus_musculus,9,2,6,1,9
935,ENSXETG00000022651,FOXN2,foxn2,xenopus_tropicalis,9,2,5,2,9
935,FBgn0029504,FOXN2,CHES-1-like,drosophila_melanogaster,10,4,2,4,10
935,WBGene00001440,FOXN2,fkh-8,caenorhabditis_elegans,5,2,1,2,5
944,ENSG00000171291,ZNF439,ZNF439,homo_sapiens,65,3,38,24,65
944,WBGene00021931,ZNF439,Y55F3AM.14,caenorhabditis_elegans,13,1,1,11,13
945,ENSG00000171295,ZNF440,ZNF440,homo_sapiens,63,5,38,20,63
945,WBGene00021931,ZNF440,Y55F3AM.14,caenorhabditis_elegans,13,1,1,11,13
951,ENSG00000171532,NEUROD2,NEUROD2,homo_sapiens,12,1,10,1,12
951,ENSMUSG00000038255,NEUROD2,Neurod2,mus_musculus,12,1,10,1,12
951,ENSXETG00000014068,NEUROD2,neurod1,xenopus_tropicalis,14,2,9,3,14
951,WBGene00000561,NEUROD2,cnd-1,caenorhabditis_elegans,5,1,3,1,5
956,ENSG00000171735,CAMTA1,CAMTA1,homo_sapiens,18,7,2,9,18
956,ENSMUSG00000014592,CAMTA1,Camta1,mus_musculus,28,7,2,19,28
956,ENSXETG00000005040,CAMTA1,camta1,xenopus_tropicalis,6,1,2,3,6
956,FBgn0259234,CAMTA1,Camta,drosophila_melanogaster,29,7,1,21,29
956,WBGene00020251,CAMTA1,camt-1,caenorhabditis_elegans,11,3,1,7,11
957,ENSG00000171786,NHLH1,NHLH1,homo_sapiens,13,1,11,1,13
957,ENSMUSG00000051251,NHLH1,Nhlh1,mus_musculus,13,1,11,1,13
957,ENSXETG00000005841,NHLH1,nhlh1,xenopus_tropicalis,13,1,11,1,13
957,FBgn0011277,NHLH1,HLH4C,drosophila_melanogaster,9,2,5,2,9
957,WBGene00001959,NHLH1,hlh-15,caenorhabditis_elegans,3,1,2,1,3
962,ENSG00000171956,FOXB1,FOXB1,homo_sapiens,26,1,24,1,26
962,ENSMUSG00000059246,FOXB1,Foxb1,mus_musculus,21,1,19,1,21
962,ENSXETG00000017708,FOXB1,foxb1,xenopus_tropicalis,21,1,19,1,21
962,FBgn0004898,FOXB1,fd96Cb,drosophila_melanogaster,8,1,6,1,8
962,WBGene00003017,FOXB1,lin-31,caenorhabditis_elegans,5,1,3,1,5
963,ENSG00000171970,ZNF57,ZNF57,homo_sapiens,86,5,38,43,86
963,WBGene00021931,ZNF57,Y55F3AM.14,caenorhabditis_elegans,13,1,1,11,13
964,ENSG00000172000,ZNF556,ZNF556,homo_sapiens,60,2,38,20,60
964,WBGene00021931,ZNF556,Y55F3AM.14,caenorhabditis_elegans,13,1,1,11,13
965,ENSG00000172006,ZNF554,ZNF554,homo_sapiens,20,2,9,9,20
965,ENSXETG00000011203,ZNF554,0,xenopus_tropicalis,14,1,4,9,14
965,FBgn0000286,ZNF554,Cf2,drosophila_melanogaster,34,5,3,26,34
965,WBGene00000483,ZNF554,che-1,caenorhabditis_elegans,11,2,1,8,11
966,ENSG00000172059,KLF11,KLF11,homo_sapiens,15,6,15,9,15
966,ENSMUSG00000020653,KLF11,Klf11,mus_musculus,22,4,15,3,22
966,ENSXETG00000007013,KLF11,klf11,xenopus_tropicalis,22,2,14,6,22
966,FBgn0043364,KLF11,cbt,drosophila_melanogaster,16,3,4,9,16
966,WBGene00012735,KLF11,sptf-3,caenorhabditis_elegans,6,1,2,3,6
968,ENSG00000172216,CEBPB,CEBPB,homo_sapiens,7,1,5,1,7
968,ENSMUSG00000056501,CEBPB,Cebpb,mus_musculus,6,1,4,1,6
968,ENSXETG00000012286,CEBPB,cebpb,xenopus_tropicalis,7,1,5,1,7
968,WBGene00016754,CEBPB,cebp-2,caenorhabditis_elegans,3,1,1,1,3
969,ENSG00000172238,ATOH1,ATOH1,homo_sapiens,12,1,10,1,12
969,ENSMUSG00000073043,ATOH1,Atoh1,mus_musculus,12,1,10,1,12
969,ENSXETG00000023279,ATOH1,atoh1,xenopus_tropicalis,11,1,9,1,11
969,WBGene00003018,ATOH1,lin-32,caenorhabditis_elegans,5,1,3,1,5
972,ENSG00000172292,CERS6,CERS6,homo_sapiens,9,2,5,4,9
972,ENSMUSG00000027035,CERS6,Cers6,mus_musculus,11,2,5,4,11
972,ENSXETG00000016207,CERS6,cers6,xenopus_tropicalis,8,1,5,2,8
972,FBgn0040918,CERS6,schlank,drosophila_melanogaster,7,2,1,4,7
972,WBGene00002043,CERS6,hyl-1,caenorhabditis_elegans,11,4,3,4,11
974,ENSG00000172379,ARNT2,ARNT2,homo_sapiens,34,6,13,15,34
974,ENSMUSG00000015709,ARNT2,Arnt2,mus_musculus,34,7,13,14,34
974,ENSXETG00000012988,ARNT2,arnt2,xenopus_tropicalis,19,2,11,6,19
974,FBgn0264075,ARNT2,tgo,drosophila_melanogaster,14,2,6,6,14
974,WBGene00000095,ARNT2,aha-1,caenorhabditis_elegans,11,2,3,3,11
979,ENSG00000172789,HOXC5,HOXC5,homo_sapiens,18,1,16,1,18
979,ENSMUSG00000022485,HOXC5,Hoxc5,mus_musculus,17,1,15,1,17
979,ENSXETG00000025183,HOXC5,hoxc5,xenopus_tropicalis,18,2,14,2,18
979,WBGene00003024,HOXC5,lin-39,caenorhabditis_elegans,5,2,1,2,5
980,ENSG00000172818,OVOL1,OVOL1,homo_sapiens,13,2,3,8,13
980,ENSMUSG00000024922,OVOL1,Ovol1,mus_musculus,7,1,3,3,7
980,ENSXETG00000020587,OVOL1,ovol1,xenopus_tropicalis,7,1,3,3,7
980,FBgn0003028,OVOL1,ovo,drosophila_melanogaster,18,5,1,15,18
980,WBGene00003033,OVOL1,lin-48,caenorhabditis_elegans,5,1,1,3,5
982,ENSG00000172845,SP3,SP3,homo_sapiens,24,3,15,9,24
982,ENSMUSG00000027109,SP3,Sp3,mus_musculus,23,2,15,3,23
982,ENSXETG00000008503,SP3,sp3,xenopus_tropicalis,24,2,14,8,24
982,FBgn0039169,SP3,Spps,drosophila_melanogaster,12,2,4,6,12
982,WBGene00011926,SP3,sptf-2,caenorhabditis_elegans,6,1,2,3,6
987,ENSG00000173068,BNC2,BNC2,homo_sapiens,28,13,2,13,28
987,ENSMUSG00000028487,BNC2,Bnc2,mus_musculus,35,16,2,17,35
987,ENSXETG00000018036,BNC2,bnc2,xenopus_tropicalis,7,1,2,4,7
987,FBgn0000459,BNC2,disco,drosophila_melanogaster,6,2,2,2,6
987,WBGene00044791,BNC2,bnc-1,caenorhabditis_elegans,4,1,1,2,4
993,ENSG00000173404,INSM1,INSM1,homo_sapiens,7,1,2,4,7
993,ENSMUSG00000068154,INSM1,Insm1,mus_musculus,7,1,2,4,7
993,ENSXETG00000002917,INSM1,insm2,xenopus_tropicalis,5,1,1,3,5
993,FBgn0028999,INSM1,nerfin-1,drosophila_melanogaster,5,1,2,2,5
993,WBGene00001210,INSM1,egl-46,caenorhabditis_elegans,3,1,1,1,3
995,ENSG00000173473,SMARCC1,SMARCC1,homo_sapiens,5,1,2,2,5
995,ENSMUSG00000032481,SMARCC1,Smarcc1,mus_musculus,15,6,2,7,15
995,ENSXETG00000014492,SMARCC1,smarcc1,xenopus_tropicalis,7,1,2,4,7
995,FBgn0002783,SMARCC1,mor,drosophila_melanogaster,7,2,1,4,7
995,WBGene00004203,SMARCC1,swsn-1,caenorhabditis_elegans,9,4,1,8,9
998,ENSG00000173757,STAT5B,STAT5B,homo_sapiens,10,2,7,1,10
998,ENSMUSG00000020919,STAT5B,Stat5b,mus_musculus,11,2,7,2,11
998,ENSXETG00000000836,STAT5B,stat5b,xenopus_tropicalis,9,1,6,2,9
998,FBgn0016917,STAT5B,Stat92E,drosophila_melanogaster,23,11,1,11,23
998,WBGene00013111,STAT5B,sta-1,caenorhabditis_elegans,4,3,1,0,4
999,ENSG00000173875,ZNF791,ZNF791,homo_sapiens,62,3,38,21,62
999,ENSMUSG00000074194,ZNF791,Zfp791,mus_musculus,114,1,97,16,114
999,WBGene00021931,ZNF791,Y55F3AM.14,caenorhabditis_elegans,13,1,1,11,13
1000,ENSG00000173917,HOXB2,HOXB2,homo_sapiens,22,1,20,1,22
1000,ENSMUSG00000075588,HOXB2,Hoxb2,mus_musculus,2,1,20,1,2
1000,FBgn0004054,HOXB2,zen2,drosophila_melanogaster,15,2,11,2,15
1000,WBGene00003102,HOXB2,mab-5,caenorhabditis_elegans,8,1,6,1,8
1001,ENSG00000173976,RAX2,RAX2,homo_sapiens,19,2,15,2,19
1001,WBGene00000433,RAX2,ceh-8,caenorhabditis_elegans,5,1,3,1,5
1002,ENSG00000174197,MGA,MGA,homo_sapiens,24,9,4,11,24
1002,ENSMUSG00000033943,MGA,Mga,mus_musculus,19,5,4,10,19
1002,ENSXETG00000000051,MGA,mga,xenopus_tropicalis,6,1,3,2,6
1002,WBGene00006554,MGA,tbx-35,caenorhabditis_elegans,14,1,12,1,14
1004,ENSG00000174279,EVX2,EVX2,homo_sapiens,22,1,20,1,22
1004,ENSMUSG00000001815,EVX2,Evx2,mus_musculus,24,2,20,2,24
1004,FBgn0000606,EVX2,eve,drosophila_melanogaster,13,1,11,1,13
1004,WBGene00006873,EVX2,vab-7,caenorhabditis_elegans,8,1,6,1,8
1009,ENSG00000174576,NPAS4,NPAS4,homo_sapiens,5,1,1,3,5
1009,ENSMUSG00000045903,NPAS4,Npas4,mus_musculus,5,1,1,3,5
1009,ENSXETG00000020576,NPAS4,npas4,xenopus_tropicalis,7,2,1,4,7
1009,FBgn0039411,NPAS4,dys,drosophila_melanogaster,10,3,1,6,10
1009,WBGene00000521,NPAS4,cky-1,caenorhabditis_elegans,7,2,1,4,7
1013,ENSG00000174738,NR1D2,NR1D2,homo_sapiens,10,1,8,1,10
1013,ENSMUSG00000021775,NR1D2,Nr1d2,mus_musculus,10,1,8,1,10
1013,ENSXETG00000003869,NR1D2,nr1d2,xenopus_tropicalis,16,0,10,4,16
1013,FBgn0000568,NR1D2,Eip75B,drosophila_melanogaster,21,7,8,6,21
1013,WBGene00003675,NR1D2,nhr-85,caenorhabditis_elegans,11,2,10,1,11
1015,ENSG00000174963,ZIC4,ZIC4,homo_sapiens,51,9,18,24,51
1015,ENSMUSG00000036972,ZIC4,Zic4,mus_musculus,37,6,18,13,37
1015,ENSXETG00000015475,ZIC4,zic4,xenopus_tropicalis,19,1,14,4,19
1015,FBgn0003002,ZIC4,opa,drosophila_melanogaster,12,1,0,4,12
1015,WBGene00004335,ZIC4,ref-2,caenorhabditis_elegans,18,3,3,12,18
1020,ENSG00000175325,PROP1,PROP1,homo_sapiens,15,1,13,1,15
1020,ENSMUSG00000044542,PROP1,Prop1,mus_musculus,16,0,13,1,16
1020,FBgn0052532,PROP1,CG32532,drosophila_melanogaster,10,3,4,3,10
1020,WBGene00006778,PROP1,unc-42,caenorhabditis_elegans,17,5,8,4,17
1025,ENSG00000175691,ZNF77,ZNF77,homo_sapiens,52,1,38,13,52
1025,WBGene00021931,ZNF77,Y55F3AM.14,caenorhabditis_elegans,13,1,1,11,13
1026,ENSG00000175727,MLXIP,MLXIP,homo_sapiens,13,6,3,4,13
1026,ENSMUSG00000038342,MLXIP,Mlxip,mus_musculus,6,2,3,1,6
1026,ENSXETG00000003773,MLXIP,mlxip,xenopus_tropicalis,8,2,3,3,8
1026,FBgn0032940,MLXIP,Mio,drosophila_melanogaster,24,11,2,11,24
1026,WBGene00003378,MLXIP,mml-1,caenorhabditis_elegans,6,2,2,2,6
1029,ENSG00000175832,ETV4,ETV4,homo_sapiens,28,8,13,7,28
1029,ENSMUSG00000017724,ETV4,Etv4,mus_musculus,19,3,13,3,19
1029,ENSXETG00000030031,ETV4,ETV4,xenopus_tropicalis,13,1,12,0,13
1029,FBgn0039225,ETV4,Ets96B,drosophila_melanogaster,9,2,5,2,9
1029,WBGene00016600,ETV4,ets-5,caenorhabditis_elegans,6,2,2,2,6
1031,ENSG00000176009,ASCL3,ASCL3,homo_sapiens,7,1,5,1,7
1031,ENSMUSG00000035951,ASCL3,Ascl3,mus_musculus,7,1,5,1,7
1031,WBGene00001952,ASCL3,hlh-6,caenorhabditis_elegans,3,1,1,1,3
1033,ENSG00000176083,ZNF683,ZNF683,homo_sapiens,23,9,2,12,23
1033,ENSMUSG00000049410,ZNF683,Zfp683,mus_musculus,6,1,2,3,6
1033,FBgn0035625,ZNF683,Blimp-1,drosophila_melanogaster,37,6,1,30,37
1033,WBGene00003847,ZNF683,blmp-1,caenorhabditis_elegans,15,2,1,12,15
1035,ENSG00000176165,FOXG1,FOXG1,homo_sapiens,16,1,14,1,16
1035,ENSMUSG00000020950,FOXG1,Foxg1,mus_musculus,20,2,16,2,20
1035,FBgn0004567,FOXG1,slp2,drosophila_melanogaster,8,1,6,1,8
1035,WBGene00001434,FOXG1,fkh-2,caenorhabditis_elegans,11,3,5,3,11
1037,ENSG00000176256,HMGB4,HMGB4,homo_sapiens,10,2,4,4,10
1037,ENSMUSG00000048686,HMGB4,Hmgb4,mus_musculus,7,1,4,2,7
1037,FBgn0011764,HMGB4,Dsp1,drosophila_melanogaster,22,7,1,14,22
1037,WBGene00001972,HMGB4,hmg-1.2,caenorhabditis_elegans,16,5,1,10,16
1041,ENSG00000176399,DMRTA1,DMRTA1,homo_sapiens,8,1,6,1,8
1041,ENSMUSG00000043753,DMRTA1,Dmrta1,mus_musculus,8,1,6,1,8
1041,ENSXETG00000005462,DMRTA1,dmrta1,xenopus_tropicalis,7,1,5,1,7
1041,FBgn0039683,DMRTA1,dmrt99B,drosophila_melanogaster,6,1,4,1,6
1041,WBGene00007776,DMRTA1,dmd-4,caenorhabditis_elegans,8,1,6,1,8
1048,ENSG00000176887,SOX11,SOX11,homo_sapiens,19,1,17,1,19
1048,ENSMUSG00000063632,SOX11,Sox11,mus_musculus,18,1,16,1,18
1048,ENSXETG00000024011,SOX11,sox12,xenopus_tropicalis,16,1,14,1,16
1048,FBgn0005612,SOX11,Sox14,drosophila_melanogaster,13,3,7,3,13
1048,WBGene00004771,SOX11,sem-2,caenorhabditis_elegans,7,2,3,2,7
1049,ENSG00000176946,THAP4,THAP4,homo_sapiens,6,4,1,1,6
1049,ENSMUSG00000026279,THAP4,Thap4,mus_musculus,5,3,1,1,5
1049,ENSXETG00000031164,THAP4,thap4,xenopus_tropicalis,3,1,1,1,3
1049,WBGene00012143,THAP4,T28H10.2,caenorhabditis_elegans,6,1,4,1,6
1054,ENSG00000177374,HIC1,HIC1,homo_sapiens,28,7,16,21,28
1054,ENSMUSG00000043099,HIC1,Hic1,mus_musculus,22,1,15,6,22
1054,ENSXETG00000023803,HIC1,hic1,xenopus_tropicalis,24,1,17,6,24
1054,WBGene00016154,HIC1,C27A12.2,caenorhabditis_elegans,7,1,1,5,7
1056,ENSG00000177463,NR2C2,NR2C2,homo_sapiens,28,10,12,6,28
1056,ENSMUSG00000005893,NR2C2,Nr2c2,mus_musculus,17,3,12,2,17
1056,ENSXETG00000004817,NR2C2,nr2c2,xenopus_tropicalis,16,1,14,1,16
1056,FBgn0015239,NR2C2,Hr78,drosophila_melanogaster,18,6,6,6,18
1056,WBGene00022423,NR2C2,nhr-41,caenorhabditis_elegans,18,7,4,6,18
1057,ENSG00000177468,OLIG3,OLIG3,homo_sapiens,7,1,5,1,7
1057,ENSMUSG00000045591,OLIG3,Olig3,mus_musculus,7,1,5,1,7
1057,ENSXETG00000022490,OLIG3,olig3,xenopus_tropicalis,7,1,5,1,7
1057,WBGene00001960,OLIG3,hlh-16,caenorhabditis_elegans,6,1,4,1,6
1060,ENSG00000177551,NHLH2,NHLH2,homo_sapiens,17,3,11,3,17
1060,ENSMUSG00000048540,NHLH2,Nhlh2,mus_musculus,17,3,11,3,17
1060,FBgn0011277,NHLH2,HLH4C,drosophila_melanogaster,9,2,5,2,9
1060,WBGene00001959,NHLH2,hlh-15,caenorhabditis_elegans,3,1,2,1,3
1061,ENSG00000177599,ZNF491,ZNF491,homo_sapiens,54,2,37,15,54
1061,WBGene00021931,ZNF491,Y55F3AM.14,caenorhabditis_elegans,13,1,1,11,13
1064,ENSG00000177732,SOX12,SOX12,homo_sapiens,19,1,17,1,19
1064,ENSMUSG00000051817,SOX12,Sox12,mus_musculus,20,2,16,2,20
1064,ENSXETG00000024011,SOX12,sox12,xenopus_tropicalis,16,1,14,1,16
1064,FBgn0005612,SOX12,Sox14,drosophila_melanogaster,13,3,7,3,13
1064,WBGene00004771,SOX12,sem-2,caenorhabditis_elegans,7,2,3,2,7
1071,ENSG00000178177,LCORL,LCORL,homo_sapiens,7,3,2,2,7
1071,ENSMUSG00000015882,LCORL,Lcorl,mus_musculus,11,0,2,2,11
1071,ENSXETG00000031509,LCORL,LCORL,xenopus_tropicalis,3,1,1,1,3
1071,FBgn0264490,LCORL,Eip93F,drosophila_melanogaster,7,3,1,3,7
1071,WBGene00011315,LCORL,mbr-1,caenorhabditis_elegans,4,1,1,2,4
1076,ENSG00000178403,NEUROG2,NEUROG2,homo_sapiens,12,1,10,1,12
1076,ENSMUSG00000027967,NEUROG2,Neurog2,mus_musculus,12,1,10,1,12
1076,ENSXETG00000024100,NEUROG2,neurog2,xenopus_tropicalis,12,1,9,2,12
1076,FBgn0015550,NEUROG2,tap,drosophila_melanogaster,7,1,5,1,7
1076,WBGene00003595,NEUROG2,ngn-1,caenorhabditis_elegans,5,1,3,1,5
1077,ENSG00000178573,MAF,MAF,homo_sapiens,13,3,7,3,13
1077,ENSMUSG00000055435,MAF,Maf,mus_musculus,11,2,7,2,11
1077,ENSXETG00000000172,MAF,maf,xenopus_tropicalis,11,1,7,3,11
1077,FBgn0000964,MAF,tj,drosophila_melanogaster,4,2,2,0,4
1077,WBGene00077521,MAF,maf-1,caenorhabditis_elegans,2,1,1,0,2
1089,ENSG00000179348,GATA2,GATA2,homo_sapiens,15,5,6,6,15
1089,ENSMUSG00000015053,GATA2,Gata2,mus_musculus,13,3,6,4,13
1089,ENSXETG00000016171,GATA2,gata2,xenopus_tropicalis,9,1,6,2,9
1089,FBgn0001138,GATA2,grn,drosophila_melanogaster,11,3,5,6,11
1089,WBGene00001249,GATA2,elt-1,caenorhabditis_elegans,21,6,5,10,21
1090,ENSG00000179361,ARID3B,ARID3B,homo_sapiens,15,3,7,5,15
1090,ENSMUSG00000004661,ARID3B,Arid3b,mus_musculus,20,6,7,7,20
1090,ENSXETG00000010647,ARID3B,arid3b,xenopus_tropicalis,9,1,7,1,9
1090,WBGene00000476,ARID3B,cfi-1,caenorhabditis_elegans,6,1,3,2,6
1091,ENSG00000179388,EGR3,EGR3,homo_sapiens,14,3,5,6,14
1091,ENSMUSG00000033730,EGR3,Egr3,mus_musculus,9,1,5,3,9
1091,ENSXETG00000031881,EGR3,EGR3,xenopus_tropicalis,9,1,5,3,9
1091,FBgn0003499,EGR3,sr,drosophila_melanogaster,19,5,2,12,19
1091,WBGene00043705,EGR3,egrh-2,caenorhabditis_elegans,21,4,5,12,21
1092,ENSG00000179456,ZBTB18,ZBTB18,homo_sapiens,28,2,16,10,28
1092,ENSMUSG00000063659,ZBTB18,Zbtb18,mus_musculus,47,11,15,21,47
1092,ENSXETG00000014541,ZBTB18,zbtb18,xenopus_tropicalis,23,1,17,5,23
1092,WBGene00016154,ZBTB18,C27A12.2,caenorhabditis_elegans,7,1,1,5,7
1095,ENSG00000179627,ZBTB42,ZBTB42,homo_sapiens,28,2,16,10,28
1095,ENSMUSG00000037638,ZBTB42,Zbtb42,mus_musculus,23,3,15,5,23
1095,ENSXETG00000008601,ZBTB42,znf238.2,xenopus_tropicalis,23,1,17,5,23
1095,WBGene00016154,ZBTB42,C27A12.2,caenorhabditis_elegans,7,1,1,5,7
1100,ENSG00000179930,ZNF648,ZNF648,homo_sapiens,12,1,1,10,12
1100,ENSMUSG00000066797,ZNF648,Zfp648,mus_musculus,12,1,1,10,12
1100,FBgn0029928,ZNF648,CG3032,drosophila_melanogaster,19,2,1,16,19
1100,WBGene00010264,ZNF648,F58G1.2,caenorhabditis_elegans,18,4,2,12,18
1116,ENSG00000180828,BHLHE22,BHLHE22,homo_sapiens,7,1,5,1,7
1116,ENSMUSG00000025128,BHLHE22,Bhlhe22,mus_musculus,7,1,5,1,7
1116,ENSXETG00000006104,BHLHE22,bhlhe23,xenopus_tropicalis,2,1,5,1,2
1116,FBgn0032651,BHLHE22,Oli,drosophila_melanogaster,9,4,1,4,9
1116,WBGene00001961,BHLHE22,hlh-17,caenorhabditis_elegans,6,1,4,1,6
1117,ENSG00000180855,ZNF443,ZNF443,homo_sapiens,58,1,38,19,58
1117,WBGene00021931,ZNF443,Y55F3AM.14,caenorhabditis_elegans,13,1,1,11,13
1127,ENSG00000181472,ZBTB2,ZBTB2,homo_sapiens,21,1,16,4,21
1127,ENSMUSG00000075327,ZBTB2,Zbtb2,mus_musculus,25,2,15,8,25
1127,ENSXETG00000012362,ZBTB2,zbtb2,xenopus_tropicalis,22,1,17,4,22
1127,WBGene00016154,ZBTB2,C27A12.2,caenorhabditis_elegans,7,1,1,5,7
1134,ENSG00000181896,ZNF101,ZNF101,homo_sapiens,63,4,38,21,63
1134,WBGene00021931,ZNF101,Y55F3AM.14,caenorhabditis_elegans,13,1,1,11,13
1135,ENSG00000181965,NEUROG1,NEUROG1,homo_sapiens,12,1,10,1,12
1135,ENSMUSG00000048904,NEUROG1,Neurog1,mus_musculus,12,1,10,1,12
1135,ENSXETG00000007898,NEUROG1,neurog1,xenopus_tropicalis,14,2,9,3,14
1135,FBgn0015550,NEUROG1,tap,drosophila_melanogaster,7,1,5,1,7
1135,WBGene00003595,NEUROG1,ngn-1,caenorhabditis_elegans,5,1,3,1,5
1138,ENSG00000182158,CREB3L2,CREB3L2,homo_sapiens,14,7,5,2,14
1138,ENSMUSG00000038648,CREB3L2,Creb3l2,mus_musculus,7,1,5,1,7
1138,ENSXETG00000033093,CREB3L2,CREB3L2,xenopus_tropicalis,6,1,4,1,6
1138,FBgn0004396,CREB3L2,CrebA,drosophila_melanogaster,5,2,1,2,5
1138,WBGene00016162,CREB3L2,crh-2,caenorhabditis_elegans,10,4,2,4,10
1142,ENSG00000182742,HOXB4,HOXB4,homo_sapiens,18,1,16,1,18
1142,ENSMUSG00000038692,HOXB4,Hoxb4,mus_musculus,17,1,15,1,17
1142,ENSXETG00000021973,HOXB4,hoxb4,xenopus_tropicalis,16,1,14,1,16
1142,FBgn0000439,HOXB4,Dfd,drosophila_melanogaster,8,1,6,1,8
1142,WBGene00003024,HOXB4,lin-39,caenorhabditis_elegans,5,2,1,2,5
1143,ENSG00000182759,MAFA,MAFA,homo_sapiens,9,1,7,1,9
1143,ENSMUSG00000047591,MAFA,Mafa,mus_musculus,9,1,7,1,9
1143,ENSXETG00000032364,MAFA,MAFA,xenopus_tropicalis,9,1,7,1,9
1143,FBgn0000964,MAFA,tj,drosophila_melanogaster,4,2,2,0,4
1143,WBGene00077521,MAFA,maf-1,caenorhabditis_elegans,2,1,1,0,2
1146,ENSG00000182979,MTA1,MTA1,homo_sapiens,21,5,5,11,21
1146,ENSMUSG00000021144,MTA1,Mta1,mus_musculus,26,5,6,15,26
1146,ENSXETG00000017948,MTA1,mta1,xenopus_tropicalis,7,1,4,2,7
1146,FBgn0027951,MTA1,MTA1-like,drosophila_melanogaster,22,4,2,16,22
1146,WBGene00003025,MTA1,lin-40,caenorhabditis_elegans,18,4,2,12,18
1151,ENSG00000183434,TFDP3,TFDP3,homo_sapiens,4,1,3,0,4
1151,ENSMUSG00000038482,TFDP3,Tfdp1,mus_musculus,3,1,2,0,3
1151,ENSXETG00000017776,TFDP3,tfdp1,xenopus_tropicalis,5,1,2,2,5
1151,FBgn0011763,TFDP3,Dp,drosophila_melanogaster,1,3,1,0,1
1151,WBGene00001061,TFDP3,dpl-1,caenorhabditis_elegans,2,1,1,0,2
1158,ENSG00000184221,OLIG1,OLIG1,homo_sapiens,6,2,5,1,6
1158,ENSMUSG00000046160,OLIG1,Olig1,mus_musculus,7,1,5,1,7
1158,ENSXETG00000033110,OLIG1,OLIG1,xenopus_tropicalis,7,1,5,1,7
1158,WBGene00001960,OLIG1,hlh-16,caenorhabditis_elegans,6,1,4,1,6
1160,ENSG00000184302,SIX6,SIX6,homo_sapiens,8,1,6,1,8
1160,ENSMUSG00000021099,SIX6,Six6,mus_musculus,2,1,6,1,2
1160,ENSXETG00000016945,SIX6,six6,xenopus_tropicalis,7,1,5,1,7
1160,FBgn0025360,SIX6,Optix,drosophila_melanogaster,8,3,3,2,8
1160,WBGene00000453,SIX6,ceh-32,caenorhabditis_elegans,6,1,4,1,6
1162,ENSG00000184481,FOXO4,FOXO4,homo_sapiens,9,2,5,2,9
1162,ENSMUSG00000042903,FOXO4,Foxo4,mus_musculus,9,2,5,2,9
1162,ENSXETG00000020899,FOXO4,foxo4,xenopus_tropicalis,6,1,4,1,6
1162,FBgn0038197,FOXO4,foxo,drosophila_melanogaster,12,5,2,5,12
1162,WBGene00000912,FOXO4,daf-16,caenorhabditis_elegans,22,10,3,9,22
1163,ENSG00000184486,POU3F2,POU3F2,homo_sapiens,19,1,16,2,19
1163,ENSMUSG00000095139,POU3F2,Pou3f2,mus_musculus,18,1,15,2,18
1163,FBgn0086680,POU3F2,vvl,drosophila_melanogaster,20,5,5,10,20
1163,WBGene00000431,POU3F2,ceh-6,caenorhabditis_elegans,6,1,3,2,6
1164,ENSG00000184492,FOXD4L1,FOXD4L1,homo_sapiens,26,1,24,1,26
1164,ENSMUSG00000051490,FOXD4L1,Foxd4,mus_musculus,21,1,19,1,21
