index,ensembl_id,human_name,gene_name,species,isoforms,paralogues,motifs,complexity,iso_log2,par_log2,mot_log2,complexity_norm
241,FBgn0014949,MEOX2,btn,drosophila_melanogaster,1,11,1,13,0,3.5,0,3.5
241,WBGene00000436,MEOX2,ceh-12,caenorhabditis_elegans,1,6,1,8,0,2.6,0,2.6
243,ENSG00000106546,AHR,AHR,homo_sapiens,1,2,2,5,0,1,1,2
243,ENSMUSG00000019256,AHR,Ahr,mus_musculus,1,2,2,5,0,1,1,2
243,ENSXETG00000022784,AHR,ahr,xenopus_tropicalis,1,2,1,4,0,1,0,1
243,FBgn0003513,AHR,ss,drosophila_melanogaster,3,1,9,13,1.6,0,3.2,4.8
243,WBGene00000096,AHR,ahr-1,caenorhabditis_elegans,2,1,3,6,1,0,1.6,2.6
245,ENSG00000106689,LHX2,LHX2,homo_sapiens,4,12,9,25,2,3.6,3.2,8.8
245,ENSMUSG00000000247,LHX2,Lhx2,mus_musculus,4,12,10,26,2,3.6,3.3,8.9
245,ENSXETG00000020776,LHX2,lhx2,xenopus_tropicalis,1,13,3,17,0,3.7,1.6,5.3
245,FBgn0000099,LHX2,ap,drosophila_melanogaster,4,7,10,21,2,2.8,3.3,8.1
245,WBGene00006654,LHX2,ttx-3,caenorhabditis_elegans,2,7,6,15,1,2.8,2.6,6.4
246,ENSG00000106852,LHX6,LHX6,homo_sapiens,9,12,16,37,3.2,3.6,4,10.8
246,ENSMUSG00000026890,LHX6,Lhx6,mus_musculus,7,12,19,38,2.8,3.6,4.2,10.6
246,ENSXETG00000016325,LHX6,lhx6,xenopus_tropicalis,1,13,3,17,0,3.7,1.6,5.3
246,FBgn0013751,LHX6,Awh,drosophila_melanogaster,4,7,12,23,2,2.8,3.6,8.4
246,WBGene00002987,LHX6,lim-4,caenorhabditis_elegans,1,7,3,11,0,2.8,1.6,4.4
247,ENSG00000107175,CREB3,CREB3,homo_sapiens,2,5,2,9,1,2.3,1,4.3
247,ENSMUSG00000028466,CREB3,Creb3,mus_musculus,3,5,2,10,1.6,2.3,1,4.9
247,ENSXETG00000024221,CREB3,creb3,xenopus_tropicalis,2,4,2,8,1,2,1,4
247,WBGene00002783,CREB3,let-607,caenorhabditis_elegans,2,2,2,6,1,1,1,3
248,ENSG00000107187,LHX3,LHX3,homo_sapiens,3,12,9,24,1.6,3.6,3.2,8.3
248,ENSMUSG00000026934,LHX3,Lhx3,mus_musculus,2,12,6,20,1,3.6,2.6,7.2
248,ENSXETG00000000726,LHX3,lhx3,xenopus_tropicalis,1,13,2,16,0,3.7,1,4.7
248,FBgn0002023,LHX3,Lim3,drosophila_melanogaster,7,7,21,35,2.8,2.8,4.4,10
248,WBGene00000438,LHX3,ceh-14,caenorhabditis_elegans,1,7,3,11,0,2.8,1.6,4.4
250,ENSG00000107485,GATA3,GATA3,homo_sapiens,2,6,4,12,1,2.6,2,5.6
250,ENSMUSG00000015619,GATA3,Gata3,mus_musculus,2,6,2,10,1,2.6,1,4.6
250,ENSXETG00000025398,GATA3,gata3,xenopus_tropicalis,1,6,2,9,0,2.6,1,3.6
250,FBgn0001138,GATA3,grn,drosophila_melanogaster,3,5,6,11,1.6,2.3,2.6,6.5
250,WBGene00001249,GATA3,elt-1,caenorhabditis_elegans,6,5,10,21,2.6,2.3,3.3,8.2
252,ENSG00000107859,PITX3,PITX3,homo_sapiens,2,13,4,19,1,3.7,2,6.7
252,ENSMUSG00000025229,PITX3,Pitx3,mus_musculus,2,13,3,18,1,3.7,1.6,6.3
252,ENSXETG00000010022,PITX3,pitx3,xenopus_tropicalis,1,14,2,17,0,3.8,1,4.8
252,FBgn0020912,PITX3,Ptx1,drosophila_melanogaster,3,4,6,13,1.6,2,2.6,6.2
252,WBGene00006766,PITX3,unc-30,caenorhabditis_elegans,4,8,4,16,2,3,2,7
253,ENSG00000108001,EBF3,EBF3,homo_sapiens,3,4,0,7,1.6,2,0,3.6
253,ENSMUSG00000010476,EBF3,Ebf3,mus_musculus,4,4,0,8,2,2,0,4
253,ENSXETG00000011309,EBF3,ebf3,xenopus_tropicalis,2,4,0,6,1,2,0,3
253,FBgn0001319,EBF3,kn,drosophila_melanogaster,5,1,0,6,2.3,0,0,2.3
253,WBGene00006743,EBF3,unc-3,caenorhabditis_elegans,1,1,0,2,0,0,0,0
258,ENSG00000108509,CAMTA2,CAMTA2,homo_sapiens,6,2,16,24,2.6,1,4,7.6
258,ENSMUSG00000040712,CAMTA2,Camta2,mus_musculus,6,2,18,26,2.6,1,4.2,7.8
258,ENSXETG00000017389,CAMTA2,camta2,xenopus_tropicalis,1,2,4,7,0,1,2,3
258,FBgn0259234,CAMTA2,Camta,drosophila_melanogaster,7,1,21,29,2.8,0,4.4,7.2
258,WBGene00020251,CAMTA2,camt-1,caenorhabditis_elegans,3,1,7,11,1.6,0,2.8,4.4
261,ENSG00000108788,MLX,MLX,homo_sapiens,4,3,4,11,2,1.6,2,5.6
261,ENSMUSG00000017801,MLX,Mlx,mus_musculus,4,3,4,11,2,1.6,2,5.6
261,ENSXETG00000012035,MLX,mlx,xenopus_tropicalis,1,3,1,5,0,1.6,0,1.6
261,FBgn0039509,MLX,bigmax,drosophila_melanogaster,1,2,1,4,0,1,0,1
261,WBGene00003510,MLX,mxl-2,caenorhabditis_elegans,1,2,1,4,0,1,0,1
263,ENSG00000108924,HLF,HLF,homo_sapiens,5,3,5,13,2.3,1.6,2.3,6.2
263,ENSMUSG00000003949,HLF,Hlf,mus_musculus,2,3,1,6,1,1.6,0,2.6
263,ENSXETG00000004316,HLF,hlf,xenopus_tropicalis,1,3,1,5,0,1.6,0,1.6
263,FBgn0016694,HLF,Pdp1,drosophila_melanogaster,13,3,13,29,3.7,1.6,3.7,9
263,WBGene00000469,HLF,ces-2,caenorhabditis_elegans,1,2,1,4,0,1,0,1
265,ENSG00000109132,PHOX2B,PHOX2B,homo_sapiens,1,15,1,17,0,3.9,0,3.9
265,ENSMUSG00000012520,PHOX2B,Phox2b,mus_musculus,2,13,2,17,1,3.7,1,5.7
265,ENSXETG00000021083,PHOX2B,phox2b,xenopus_tropicalis,2,13,4,19,1,3.7,2,6.7
265,FBgn0025334,PHOX2B,PHDP,drosophila_melanogaster,1,10,1,12,0,3.3,0,3.3
265,WBGene00000440,PHOX2B,ceh-17,caenorhabditis_elegans,1,3,1,5,0,1.6,0,1.6
267,ENSG00000109381,ELF2,ELF2,homo_sapiens,7,12,7,25,2.8,3.6,2.8,9.2
267,ENSMUSG00000037174,ELF2,Elf2,mus_musculus,8,11,6,25,3,3.5,2.6,9
267,FBgn0000567,ELF2,Eip74EF,drosophila_melanogaster,5,3,5,13,2.3,1.6,2.3,6.2
267,WBGene00016029,ELF2,elf-1,caenorhabditis_elegans,4,8,4,16,2,3,2,7
273,ENSG00000110693,SOX6,SOX6,homo_sapiens,8,4,5,17,3,2,2.3,7.3
273,ENSMUSG00000051910,SOX6,Sox6,mus_musculus,10,4,8,22,3.3,2,3,8.3
273,ENSXETG00000016058,SOX6,sox6,xenopus_tropicalis,2,3,4,9,1,1.6,2,4.6
273,FBgn0039938,SOX6,Sox102F,drosophila_melanogaster,4,1,4,9,2,0,2,4
273,WBGene00001182,SOX6,egl-13,caenorhabditis_elegans,6,2,6,14,2.6,1,2.6,6.2
275,ENSG00000111046,MYF6,MYF6,homo_sapiens,1,4,1,6,0,2,0,2
275,ENSMUSG00000035923,MYF6,Myf6,mus_musculus,1,4,1,6,0,2,0,2
275,ENSXETG00000027340,MYF6,myf6,xenopus_tropicalis,1,4,1,6,0,2,0,2
275,FBgn0002922,MYF6,nau,drosophila_melanogaster,2,1,2,5,1,0,1,2
275,WBGene00001948,MYF6,hlh-1,caenorhabditis_elegans,3,1,3,7,1.6,0,1.6,3.2
276,ENSG00000111049,MYF5,MYF5,homo_sapiens,1,4,1,6,0,2,0,2
276,ENSMUSG00000000435,MYF5,Myf5,mus_musculus,1,4,1,6,0,2,0,2
276,ENSXETG00000014520,MYF5,myf5,xenopus_tropicalis,1,4,2,7,0,2,1,3
276,FBgn0002922,MYF5,nau,drosophila_melanogaster,2,1,2,5,1,0,1,2
276,WBGene00001948,MYF5,hlh-1,caenorhabditis_elegans,3,1,3,7,1.6,0,1.6,3.2
278,ENSG00000111145,ELK3,ELK3,homo_sapiens,4,12,4,20,2,3.6,2,7.6
278,ENSMUSG00000008398,ELK3,Elk3,mus_musculus,2,11,2,15,1,3.5,1,5.5
278,ENSXETG00000001891,ELK3,elk3,xenopus_tropicalis,3,10,7,20,1.6,3.3,2.8,7.7
278,WBGene00016798,ELK3,ets-8,caenorhabditis_elegans,2,8,2,12,1,3,1,5
279,ENSG00000111206,FOXM1,FOXM1,homo_sapiens,5,5,5,15,2.3,2.3,2.3,7
279,ENSMUSG00000001517,FOXM1,Foxm1,mus_musculus,4,5,4,13,2,2.3,2,6.3
279,ENSXETG00000001315,FOXM1,foxm1,xenopus_tropicalis,1,4,1,6,0,2,0,2
279,WBGene00003976,FOXM1,pes-1,caenorhabditis_elegans,2,3,2,7,1,1.6,1,3.6
280,ENSG00000111249,CUX2,CUX2,homo_sapiens,2,5,4,11,1,2.3,2,5.3
280,ENSMUSG00000042589,CUX2,Cux2,mus_musculus,5,5,12,22,2.3,2.3,3.6,8.2
280,ENSXETG00000011684,CUX2,cux2,xenopus_tropicalis,1,6,5,12,0,2.6,2.3,4.9
280,FBgn0004198,CUX2,ct,drosophila_melanogaster,4,2,16,22,2,1,4,7
280,WBGene00000464,CUX2,ceh-44,caenorhabditis_elegans,3,6,4,13,1.6,2.6,2,6.2
284,ENSG00000111783,RFX4,RFX4,homo_sapiens,6,8,4,18,2.6,3,2,7.6
284,ENSMUSG00000020037,RFX4,Rfx4,mus_musculus,3,8,1,12,1.6,3,0,4.6
284,ENSXETG00000014145,RFX4,rfx4,xenopus_tropicalis,1,7,0,8,0,2.8,0,2.8
284,WBGene00000914,RFX4,daf-19,caenorhabditis_elegans,5,1,4,11,2.3,0,2,4.3
285,ENSG00000112033,PPARD,PPARD,homo_sapiens,5,8,4,9,2.3,3,2,7.3
285,ENSMUSG00000002250,PPARD,Ppard,mus_musculus,2,8,2,12,1,3,1,5
285,ENSXETG00000015121,PPARD,ppard,xenopus_tropicalis,1,10,1,12,0,3.3,0,3.3
285,FBgn0004865,PPARD,Eip78C,drosophila_melanogaster,4,8,3,15,2,3,1.6,6.6
285,WBGene00004786,PPARD,sex-1,caenorhabditis_elegans,2,10,2,14,1,3.3,1,5.3
286,ENSG00000112041,TULP1,TULP1,homo_sapiens,4,6,0,10,2,2.6,0,4.6
286,ENSMUSG00000037446,TULP1,Tulp1,mus_musculus,4,9,0,13,2,3.2,0,5.2
286,ENSXETG00000000422,TULP1,tulp1,xenopus_tropicalis,1,6,1,8,0,2.6,0,2.6
286,FBgn0015721,TULP1,ktub,drosophila_melanogaster,2,3,0,5,1,1.6,0,2.6
286,WBGene00006655,TULP1,tub-1,caenorhabditis_elegans,1,3,0,4,0,1.6,0,1.6
289,ENSG00000112242,E2F3,E2F3,homo_sapiens,3,6,0,6,1.6,2.6,0,4.2
289,ENSMUSG00000016477,E2F3,E2f3,mus_musculus,2,6,0,8,1,2.6,0,3.6
289,ENSXETG00000000021,E2F3,e2f3,xenopus_tropicalis,1,4,1,6,0,2,0,2
289,FBgn0011766,E2F3,E2f1,drosophila_melanogaster,6,2,0,8,2.6,1,0,3.6
289,WBGene00001162,E2F3,efl-2,caenorhabditis_elegans,4,2,0,2,2,1,0,3
293,ENSG00000112561,TFEB,TFEB,homo_sapiens,16,4,9,29,4,2,3.2,9.2
293,ENSMUSG00000023990,TFEB,Tfeb,mus_musculus,12,4,5,21,3.6,2,2.3,7.9
293,ENSXETG00000011854,TFEB,tfeb,xenopus_tropicalis,2,4,2,8,1,2,1,4
293,FBgn0263112,TFEB,Mitf,drosophila_melanogaster,4,1,4,9,2,0,2,4
293,WBGene00020930,TFEB,hlh-30,caenorhabditis_elegans,12,1,12,24,3.6,0,3.6,7.2
294,ENSG00000112592,TBP,TBP,homo_sapiens,7,3,0,10,2.8,1.6,0,4.4
294,ENSMUSG00000014767,TBP,Tbp,mus_musculus,10,3,0,13,3.3,1.6,0,4.9
294,ENSXETG00000008556,TBP,tbp,xenopus_tropicalis,1,3,1,5,0,1.6,0,1.6
294,FBgn0003687,TBP,Tbp,drosophila_melanogaster,1,3,0,4,0,1.6,0,1.6
294,WBGene00006542,TBP,tbp-1,caenorhabditis_elegans,2,2,0,4,1,1,0,2
295,ENSG00000112658,SRF,SRF,homo_sapiens,1,1,1,3,0,0,0,0
295,ENSMUSG00000015605,SRF,Srf,mus_musculus,1,1,1,3,0,0,0,0
295,ENSXETG00000018511,SRF,srf,xenopus_tropicalis,1,1,2,4,0,0,1,1
295,FBgn0004101,SRF,bs,drosophila_melanogaster,3,1,3,7,1.6,0,1.6,3.2
295,WBGene00006844,SRF,unc-120,caenorhabditis_elegans,1,1,1,3,0,0,0,0
298,ENSG00000113387,SUB1,SUB1,homo_sapiens,6,1,0,7,2.6,0,0,2.6
298,ENSMUSG00000022205,SUB1,Sub1,mus_musculus,2,1,0,3,1,0,0,1
298,ENSXETG00000027218,SUB1,sub1,xenopus_tropicalis,1,1,0,2,0,0,0,0
298,WBGene00011743,SUB1,T13F2.2,caenorhabditis_elegans,1,1,0,2,0,0,0,0
301,ENSG00000113658,SMAD5,SMAD5,homo_sapiens,8,8,7,23,3,3,2.8,8.8
301,ENSMUSG00000021540,SMAD5,Smad5,mus_musculus,3,8,6,17,1.6,3,2.6,7.2
301,FBgn0011648,SMAD5,Mad,drosophila_melanogaster,2,4,4,10,1,2,2,5
301,WBGene00004856,SMAD5,sma-2,caenorhabditis_elegans,1,0,2,3,0,0,1,1
303,ENSG00000113722,CDX1,CDX1,homo_sapiens,2,3,2,5,1,1.6,1,3.6
303,ENSMUSG00000024619,CDX1,Cdx1,mus_musculus,1,3,1,5,0,1.6,0,1.6
303,ENSXETG00000010282,CDX1,cdx1,xenopus_tropicalis,1,3,2,6,0,1.6,1,2.6
303,FBgn0000251,CDX1,cad,drosophila_melanogaster,3,1,3,7,1.6,0,1.6,3.2
303,WBGene00003912,CDX1,pal-1,caenorhabditis_elegans,6,1,6,13,2.6,0,2.6,5.2
305,ENSG00000114126,TFDP2,TFDP2,homo_sapiens,16,3,0,19,4,1.6,0,5.6
305,ENSMUSG00000032411,TFDP2,Tfdp2,mus_musculus,13,2,0,15,3.7,1,0,4.7
305,ENSXETG00000014750,TFDP2,tfdp2,xenopus_tropicalis,1,2,0,3,0,1,0,1
305,FBgn0011763,TFDP2,Dp,drosophila_melanogaster,3,1,0,1,1.6,0,0,1.6
305,WBGene00001061,TFDP2,dpl-1,caenorhabditis_elegans,1,1,0,2,0,0,0,0
307,ENSG00000114439,BBX,BBX,homo_sapiens,21,2,13,36,4.4,1,3.7,9.1
307,ENSMUSG00000022641,BBX,Bbx,mus_musculus,6,2,5,13,2.6,1,2.3,5.9
307,ENSXETG00000016131,BBX,BBX,xenopus_tropicalis,1,2,3,6,0,1,1.6,2.6
307,FBgn0024251,BBX,bbx,drosophila_melanogaster,4,2,4,10,2,1,2,5
307,WBGene00001560,BBX,gei-3,caenorhabditis_elegans,3,1,2,6,1.6,0,1,2.6
312,ENSG00000115415,STAT1,STAT1,homo_sapiens,8,7,4,19,3,2.8,2,7.8
312,ENSMUSG00000026104,STAT1,Stat1,mus_musculus,8,7,7,14,3,2.8,2.8,8.6
312,ENSXETG00000004649,STAT1,stat1,xenopus_tropicalis,2,6,2,10,1,2.6,1,4.6
312,FBgn0016917,STAT1,Stat92E,drosophila_melanogaster,11,1,11,23,3.5,0,3.5,6.9
312,WBGene00013111,STAT1,sta-1,caenorhabditis_elegans,3,1,0,4,1.6,0,0,1.6
314,ENSG00000115568,ZNF142,ZNF142,homo_sapiens,5,3,38,46,2.3,1.6,5.2,9.2
314,ENSMUSG00000026135,ZNF142,Zfp142,mus_musculus,3,3,59,65,1.6,1.6,5.9,9.1
314,ENSXETG00000013837,ZNF142,znf142,xenopus_tropicalis,2,3,42,47,1,1.6,5.4,8
314,FBgn0001180,ZNF142,hb,drosophila_melanogaster,2,1,4,7,1,0,2,3
314,WBGene00001824,ZNF142,hbl-1,caenorhabditis_elegans,2,1,8,11,1,0,3,4
316,ENSG00000115816,CEBPZ,CEBPZ,homo_sapiens,3,1,0,4,1.6,0,0,1.6
316,ENSMUSG00000024081,CEBPZ,Cebpz,mus_musculus,1,1,0,2,0,0,0,0
316,ENSXETG00000000654,CEBPZ,cebpz,xenopus_tropicalis,1,1,1,3,0,0,0,0
316,FBgn0036124,CEBPZ,CG7839,drosophila_melanogaster,1,1,0,2,0,0,0,0
316,WBGene00009084,CEBPZ,F23B12.7,caenorhabditis_elegans,2,1,0,3,1,0,0,1
317,ENSG00000115844,DLX2,DLX2,homo_sapiens,2,21,2,25,1,4.4,1,6.4
317,ENSMUSG00000023391,DLX2,Dlx2,mus_musculus,1,22,1,24,0,4.5,0,4.5
317,ENSXETG00000007532,DLX2,dlx2,xenopus_tropicalis,1,23,1,25,0,4.5,0,4.5
317,WBGene00000463,DLX2,ceh-43,caenorhabditis_elegans,1,9,1,11,0,3.2,0,3.2
319,ENSG00000116016,EPAS1,EPAS1,homo_sapiens,2,13,5,20,1,3.7,2.3,7
319,ENSMUSG00000024140,EPAS1,Epas1,mus_musculus,1,13,3,17,0,3.7,1.6,5.3
319,ENSXETG00000026167,EPAS1,epas1,xenopus_tropicalis,1,11,3,15,0,3.5,1.6,5
319,FBgn0266411,EPAS1,sima,drosophila_melanogaster,4,6,9,19,2,2.6,3.2,7.8
319,WBGene00011327,EPAS1,hlh-34,caenorhabditis_elegans,1,3,2,6,0,1.6,1,2.6
320,ENSG00000116017,ARID3A,ARID3A,homo_sapiens,2,7,4,13,1,2.8,2,5.8
320,ENSMUSG00000019564,ARID3A,Arid3a,mus_musculus,4,7,6,17,2,2.8,2.6,7.4
320,ENSXETG00000021613,ARID3A,arid3a,xenopus_tropicalis,2,7,4,13,1,2.8,2,5.8
320,WBGene00000476,ARID3A,cfi-1,caenorhabditis_elegans,1,3,2,6,0,1.6,1,2.6
321,ENSG00000116035,VAX2,VAX2,homo_sapiens,1,7,1,9,0,2.8,0,2.8
321,ENSMUSG00000034777,VAX2,Vax2,mus_musculus,1,7,1,9,0,2.8,0,2.8
321,WBGene00000430,VAX2,ceh-5,caenorhabditis_elegans,1,7,1,9,0,2.8,0,2.8
323,ENSG00000116132,PRRX1,PRRX1,homo_sapiens,3,15,4,22,1.6,3.9,2,7.5
323,ENSMUSG00000026586,PRRX1,Prrx1,mus_musculus,3,13,4,20,1.6,3.7,2,7.3
323,ENSXETG00000004727,PRRX1,prrx1,xenopus_tropicalis,1,13,2,16,0,3.7,1,4.7
323,FBgn0034821,PRRX1,CG9876,drosophila_melanogaster,1,10,1,12,0,3.3,0,3.3
323,WBGene00044330,PRRX1,alr-1,caenorhabditis_elegans,1,3,1,5,0,1.6,0,1.6
326,ENSG00000116604,MEF2D,MEF2D,homo_sapiens,5,5,4,14,2.3,2.3,2,6.6
326,ENSMUSG00000001419,MEF2D,Mef2d,mus_musculus,4,5,4,13,2,2.3,2,6.3
326,ENSXETG00000020378,MEF2D,mef2d,xenopus_tropicalis,2,3,2,7,1,1.6,1,3.6
326,FBgn0011656,MEF2D,Mef2,drosophila_melanogaster,7,1,7,15,2.8,0,2.8,5.6
326,WBGene00003182,MEF2D,mef-2,caenorhabditis_elegans,1,1,1,3,0,0,0,0
329,ENSG00000116819,TFAP2E,TFAP2E,homo_sapiens,1,5,0,6,0,2.3,0,2.3
329,ENSMUSG00000042477,TFAP2E,Tfap2e,mus_musculus,1,5,0,6,0,2.3,0,2.3
329,ENSXETG00000027719,TFAP2E,tfap2e,xenopus_tropicalis,1,5,0,6,0,2.3,0,2.3
329,FBgn0261953,TFAP2E,TfAP-2,drosophila_melanogaster,6,1,0,7,2.6,0,0,2.6
329,WBGene00019424,TFAP2E,aptf-1,caenorhabditis_elegans,1,4,0,5,0,2,0,2
330,ENSG00000116833,NR5A2,NR5A2,homo_sapiens,5,12,4,20,2.3,3.6,2,7.9
330,ENSMUSG00000026398,NR5A2,Nr5a2,mus_musculus,5,12,5,22,2.3,3.6,2.3,8.2
330,ENSXETG00000000314,NR5A2,nr5a2,xenopus_tropicalis,1,13,1,15,0,3.7,0,3.7
330,FBgn0001078,NR5A2,ftz-f1,drosophila_melanogaster,4,4,4,8,2,2,2,6
330,WBGene00003623,NR5A2,nhr-25,caenorhabditis_elegans,4,2,1,7,2,1,0,3
334,ENSG00000117036,ETV3,ETV3,homo_sapiens,2,13,2,17,1,3.7,1,5.7
334,ENSMUSG00000003382,ETV3,Etv3,mus_musculus,3,13,3,19,1.6,3.7,1.6,6.9
334,ENSXETG00000018076,ETV3,etv3,xenopus_tropicalis,1,12,1,14,0,3.6,0,3.6
334,FBgn0005660,ETV3,Ets21C,drosophila_melanogaster,4,5,7,16,2,2.3,2.8,7.1
334,WBGene00016600,ETV3,ets-5,caenorhabditis_elegans,2,2,2,6,1,1,1,3
335,ENSG00000117139,KDM5B,KDM5B,homo_sapiens,3,5,15,23,1.6,2.3,3.9,7.8
335,ENSMUSG00000042207,KDM5B,Kdm5b,mus_musculus,2,5,11,18,1,2.3,3.5,6.8
335,ENSXETG00000007973,KDM5B,kdm5b,xenopus_tropicalis,1,5,5,11,0,2.3,2.3,4.6
335,WBGene00004319,KDM5B,rbr-2,caenorhabditis_elegans,2,1,8,11,1,0,3,4
339,ENSG00000117625,RCOR3,RCOR3,homo_sapiens,8,5,15,28,3,2.3,3.9,9.2
339,ENSMUSG00000037395,RCOR3,Rcor3,mus_musculus,7,5,14,26,2.8,2.3,3.8,8.9
339,ENSXETG00000005989,RCOR3,rcor3,xenopus_tropicalis,2,5,3,10,1,2.3,1.6,4.9
339,FBgn0261573,RCOR3,CoRest,drosophila_melanogaster,10,2,24,36,3.3,1,4.6,8.9
339,WBGene00022278,RCOR3,rcor-1,caenorhabditis_elegans,4,3,13,20,2,1.6,3.7,7.3
340,ENSG00000117707,PROX1,PROX1,homo_sapiens,6,2,0,8,2.6,1,0,3.6
340,ENSMUSG00000010175,PROX1,Prox1,mus_musculus,3,2,0,5,1.6,1,0,2.6
340,ENSXETG00000023176,PROX1,prox1,xenopus_tropicalis,1,1,1,3,0,0,0,0
340,FBgn0004595,PROX1,pros,drosophila_melanogaster,6,1,0,7,2.6,0,0,2.6
340,WBGene00000448,PROX1,pros-1,caenorhabditis_elegans,1,1,0,2,0,0,0,0
342,ENSG00000118156,ZNF541,ZNF541,homo_sapiens,4,3,20,27,2,1.6,4.3,7.9
342,ENSMUSG00000078796,ZNF541,Zfp541,mus_musculus,1,2,6,9,0,1,2.6,3.6
342,FBgn0037698,ZNF541,CG16779,drosophila_melanogaster,5,1,37,43,2.3,0,5.2,7.5
342,WBGene00010012,ZNF541,saeg-1,caenorhabditis_elegans,4,1,12,17,2,0,3.6,5.6
344,ENSG00000118260,CREB1,CREB1,homo_sapiens,10,3,11,24,3.3,1.6,3.5,8.4
344,ENSMUSG00000025958,CREB1,Creb1,mus_musculus,6,3,11,18,2.6,1.6,3.5,7.6
344,ENSXETG00000016392,CREB1,creb1,xenopus_tropicalis,1,2,2,5,0,1,1,2
344,FBgn0265784,CREB1,CrebB,drosophila_melanogaster,8,1,15,24,3,0,3.9,6.9
344,WBGene00000793,CREB1,crh-1,caenorhabditis_elegans,7,1,12,20,2.8,0,3.6,6.4
348,ENSG00000118513,MYB,MYB,homo_sapiens,14,4,42,60,3.8,2,5.4,11.2
348,ENSMUSG00000019982,MYB,Myb,mus_musculus,2,4,6,12,1,2,2.6,5.6
348,ENSXETG00000003725,MYB,myb,xenopus_tropicalis,1,4,3,8,0,2,1.6,3.6
348,FBgn0002914,MYB,Myb,drosophila_melanogaster,4,2,9,15,2,1,3.2,6.2
348,WBGene00001568,MYB,snpc-4,caenorhabditis_elegans,2,1,10,13,1,0,3.3,4.3
351,ENSG00000118689,FOXO3,FOXO3,homo_sapiens,3,5,2,10,1.6,2.3,1,4.9
351,ENSMUSG00000048756,FOXO3,Foxo3,mus_musculus,5,5,4,14,2.3,2.3,2,6.6
351,ENSXETG00000014847,FOXO3,foxo3,xenopus_tropicalis,1,4,1,6,0,2,0,2
351,FBgn0038197,FOXO3,foxo,drosophila_melanogaster,5,2,5,12,2.3,1,2.3,5.6
351,WBGene00000912,FOXO3,daf-16,caenorhabditis_elegans,10,3,9,22,3.3,1.6,3.2,8.1
355,ENSG00000119138,KLF9,KLF9,homo_sapiens,1,15,3,19,0,3.9,1.6,5.5
355,ENSMUSG00000033863,KLF9,Klf9,mus_musculus,1,15,3,18,0,3.9,1.6,5.5
355,ENSXETG00000019051,KLF9,klf9,xenopus_tropicalis,1,14,3,4,0,3.8,1.6,5.4
355,FBgn0043364,KLF9,cbt,drosophila_melanogaster,3,4,9,16,1.6,2,3.2,6.8
355,WBGene00012735,KLF9,sptf-3,caenorhabditis_elegans,1,2,3,6,0,1,1.6,2.6
356,ENSG00000119508,NR4A3,NR4A3,homo_sapiens,4,14,4,22,2,3.8,2,7.8
356,ENSMUSG00000028341,NR4A3,Nr4a3,mus_musculus,2,15,2,19,1,3.9,1,5.9
356,ENSXETG00000024016,NR4A3,nr4a2,xenopus_tropicalis,1,14,1,16,0,3.8,0,3.8
356,FBgn0014859,NR4A3,Hr38,drosophila_melanogaster,2,2,2,6,1,1,1,3
356,WBGene00003605,NR4A3,nhr-6,caenorhabditis_elegans,3,1,3,7,1.6,0,1.6,3.2
357,ENSG00000119547,ONECUT2,ONECUT2,homo_sapiens,1,5,2,8,0,2.3,1,3.3
357,ENSMUSG00000045991,ONECUT2,Onecut2,mus_musculus,2,5,4,11,1,2.3,2,5.3
357,ENSXETG00000031047,ONECUT2,ONECUT2,xenopus_tropicalis,1,6,1,8,0,2.6,0,2.6
357,FBgn0028996,ONECUT2,onecut,drosophila_melanogaster,2,2,4,8,1,1,2,4
357,WBGene00015934,ONECUT2,ceh-48,caenorhabditis_elegans,1,6,2,9,0,2.6,1,3.6
359,ENSG00000119608,PROX2,PROX2,homo_sapiens,3,2,0,5,1.6,1,0,2.6
359,ENSMUSG00000042320,PROX2,Prox2,mus_musculus,2,2,0,4,1,1,0,2
359,FBgn0004595,PROX2,pros,drosophila_melanogaster,6,1,0,7,2.6,0,0,2.6
359,WBGene00000448,PROX2,pros-1,caenorhabditis_elegans,1,1,0,2,0,0,0,0
363,ENSG00000119866,BCL11A,BCL11A,homo_sapiens,7,3,17,27,2.8,1.6,4.1,8.5
363,ENSMUSG00000000861,BCL11A,Bcl11a,mus_musculus,4,3,11,18,2,1.6,3.5,7
363,ENSXETG00000002206,BCL11A,bcl11a,xenopus_tropicalis,2,2,15,19,1,1,3.9,5.9
363,FBgn0029939,BCL11A,CG9650,drosophila_melanogaster,4,1,20,25,2,0,4.3,6.3
363,WBGene00017430,BCL11A,F13H6.1,caenorhabditis_elegans,3,1,9,13,1.6,0,3.2,4.8
365,ENSG00000119950,MXI1,MXI1,homo_sapiens,7,4,7,18,2.8,2,2.8,7.6
365,ENSMUSG00000025025,MXI1,Mxi1,mus_musculus,3,4,3,10,1.6,2,1.6,5.2
365,ENSXETG00000018714,MXI1,mxi1,xenopus_tropicalis,1,4,1,6,0,2,0,2
365,WBGene00003163,MXI1,mdl-1,caenorhabditis_elegans,1,1,1,3,0,0,0,0
367,ENSG00000120075,HOXB5,HOXB5,homo_sapiens,1,16,1,18,0,4,0,4
367,ENSMUSG00000038700,HOXB5,Hoxb5,mus_musculus,1,15,1,17,0,3.9,0,3.9
